ID	Gene	Entrez	Cluster	Correlation
DBTMEE:2023775	Zfp719	210105	2-Cell Transient	0.97678
DBTMEE:2011133	Klk1b27	16619	2-Cell Transient	0.99797
DBTMEE:2011134	Klk1b3	18050	2-Cell Transient	0.99148
DBTMEE:2019307	Shank1	243961	2-Cell Transient	0.95497
DBTMEE:2017680	Pth2	114640	2-Cell Transient	0.96908
DBTMEE:2010840	Kcna7	16495	2-Cell Transient	0.99386
DBTMEE:2022257	Tulp2	56734	2-Cell Transient	0.96244
DBTMEE:2005669	Dbp	13170	2-Cell Transient	0.98359
DBTMEE:2009602	Gtf2h1	14884	2-Cell Transient	0.95778
DBTMEE:2011486	Ldhc	16833	2-Cell Transient	0.99878
DBTMEE:2013695	Mrgprb8	404240	2-Cell Transient	0.96917
DBTMEE:2022678	H47	109815	2-Cell Transient	0.99361
DBTMEE:2013764	Mrps11	67994	2-Cell Transient	0.92564
DBTMEE:2015438	Olfr291	258410	2-Cell Transient	0.96908
DBTMEE:2023003	Vmn2r79	621430	2-Cell Transient	0.96934
DBTMEE:2007692	Fzd4	14366	2-Cell Transient	0.99556
DBTMEE:2017854	Rab30	75985	2-Cell Transient	0.9958
DBTMEE:2007068	Fam181b	58238	2-Cell Transient	0.9691
DBTMEE:2010593	Ints4	101861	2-Cell Transient	0.86542
DBTMEE:2007896	Gdpd4	233537	2-Cell Transient	0.95459
DBTMEE:2012042	Mtap6	17760	2-Cell Transient	0.96144
DBTMEE:2002789	Arrb1	109689	2-Cell Transient	0.97642
DBTMEE:2022430	Ucp3	22229	2-Cell Transient	0.95579
DBTMEE:2007045	Fam168a	319604	2-Cell Transient	0.98782
DBTMEE:2015677	Olfr584	259056	2-Cell Transient	0.92021
DBTMEE:2021962	Trim34a	94094	2-Cell Transient	0.98588
DBTMEE:2015747	Olfr665	258810	2-Cell Transient	0.96908
DBTMEE:2004059	Cckbr	12426	2-Cell Transient	0.96933
DBTMEE:2012383	Mical2	320878	2-Cell Transient	0.97345
DBTMEE:2012385	Micalcl	100504195	2-Cell Transient	0.96933
DBTMEE:2018017	Rassf10	78748	2-Cell Transient	0.9867
DBTMEE:2017085	Polr3e	26939	2-Cell Transient	0.96097
DBTMEE:2018036	Rbbp6	19647	2-Cell Transient	0.99549
DBTMEE:2002625	Aqp8	11833	2-Cell Transient	0.88737
DBTMEE:2018861	Sbk1	104175	2-Cell Transient	0.90883
DBTMEE:2010708	Itgal	16408	2-Cell Transient	0.97265
DBTMEE:2016674	Phkg2	68961	2-Cell Transient	0.97679
DBTMEE:2019197	Setd1a	233904	2-Cell Transient	0.93487
DBTMEE:2010709	Itgam	16409	2-Cell Transient	0.95029
DBTMEE:2010038	Hmx2	15372	2-Cell Transient	0.94503
DBTMEE:2011190	Kndc1	76484	2-Cell Transient	0.9969
DBTMEE:2006208	Drd4	13491	2-Cell Transient	0.96909
DBTMEE:2007401	Fgf15	14170	2-Cell Transient	0.98621
DBTMEE:2011508	Leng1		2-Cell Transient	0.98322
DBTMEE:2021401	Tmc4		2-Cell Transient	0.98322
DBTMEE:2008420	Gm14548		2-Cell Transient	0.99346
DBTMEE:2016783	Pira1		2-Cell Transient	0.99346
DBTMEE:2016784	Pira11		2-Cell Transient	0.99346
DBTMEE:2016785	Pira2		2-Cell Transient	0.99346
DBTMEE:2011569	Lilra6		2-Cell Transient	0.99346
DBTMEE:2016788	Pira7		2-Cell Transient	0.99346
DBTMEE:2021477	Tmem150b	330460	2-Cell Transient	0.98503
DBTMEE:2010441	Il11	16156	2-Cell Transient	0.91919
DBTMEE:2022887	Vmn1r83	171243	2-Cell Transient	0.96915
DBTMEE:2014079	Mzf1	109889	2-Cell Transient	0.97808
DBTMEE:2014846	Obox3	246791	2-Cell Transient	0.99906
DBTMEE:2003649	C5ar1	12273	2-Cell Transient	0.96933
DBTMEE:2017193	Ppm1n	232941	2-Cell Transient	0.99961
DBTMEE:2004201	Cd3eap	70333	2-Cell Transient	0.99424
DBTMEE:2018168	Relb	19698	2-Cell Transient	0.94858
DBTMEE:2003291	Bcam	57278	2-Cell Transient	0.94344
DBTMEE:2004382	Ceacam16	330483	2-Cell Transient	0.96162
DBTMEE:2004384	Ceacam19	319930	2-Cell Transient	0.96554
DBTMEE:2021163	Tex101	56746	2-Cell Transient	0.99778
DBTMEE:2005419	Cyp2a22	233005	2-Cell Transient	0.96563
DBTMEE:2010739	Itpkc	233011	2-Cell Transient	0.96987
DBTMEE:2020408	Spnb4	80297	2-Cell Transient	0.95162
DBTMEE:2012242	Med29	67224	2-Cell Transient	0.96758
DBTMEE:2020373	Spred3	101809	2-Cell Transient	0.98402
DBTMEE:2003867	Catsperg1	320225	2-Cell Transient	0.98338
DBTMEE:2003868	Catsperg2	76718	2-Cell Transient	0.98519
DBTMEE:2023698	Zfp566	72556	2-Cell Transient	0.99042
DBTMEE:2011693	Lrfn3	233067	2-Cell Transient	0.99805
DBTMEE:2011041	Kirrel2	243911	2-Cell Transient	0.97255
DBTMEE:2006856	Etv2	14008	2-Cell Transient	0.98779
DBTMEE:2007383	Ffar1	233081	2-Cell Transient	0.96908
DBTMEE:2004172	Cd22	12483	2-Cell Transient	0.96952
DBTMEE:2004629	Chst8	68947	2-Cell Transient	0.99857
DBTMEE:2003614	C230052I12Rik	101831	2-Cell Transient	0.97988
DBTMEE:2004097	Ccne1	12447	2-Cell Transient	0.9873
DBTMEE:2001227	4933421I07Rik	71162	2-Cell Transient	0.9692
DBTMEE:2010412	Iglon5	210094	2-Cell Transient	0.96921
DBTMEE:2017499	Prrg2	65116	2-Cell Transient	0.94064
DBTMEE:2007923	Gm581	100039953	2-Cell Transient	0.93676
DBTMEE:2005978	Dkkl1	50722	2-Cell Transient	0.96712
DBTMEE:2007666	Fut2	14344	2-Cell Transient	0.97791
DBTMEE:2019016	Sec1	56546	2-Cell Transient	0.99432
DBTMEE:2020701	Sult2b1	54200	2-Cell Transient	0.99224
DBTMEE:2010878	Kcnj11	16514	2-Cell Transient	0.96925
DBTMEE:2021843	Tph1	21990	2-Cell Transient	0.96915
DBTMEE:2013690	Mrgprb1	233231	2-Cell Transient	0.9691
DBTMEE:2013702	Mrgprx2	243978	2-Cell Transient	0.99321
DBTMEE:2007214	Fancf	100040608	2-Cell Transient	0.99593
DBTMEE:2011059	Klf13	50794	2-Cell Transient	0.99802
DBTMEE:2013643	Mphosph10	67973	2-Cell Transient	0.95887
DBTMEE:2012252	Mef2a	17258	2-Cell Transient	0.97205
DBTMEE:2020798	Synm	233335	2-Cell Transient	0.99604
DBTMEE:2002794	Arrdc4	66412	2-Cell Transient	0.99693
DBTMEE:2020739	Sv2b	64176	2-Cell Transient	0.99244
DBTMEE:2016939	Plin1	103968	2-Cell Transient	0.98388
DBTMEE:2012282	Mesp1	17292	2-Cell Transient	0.96909
DBTMEE:2014480	Nmb	68039	2-Cell Transient	0.98268
DBTMEE:2016389	Pcf11	74737	2-Cell Transient	0.9987
DBTMEE:2000745	4632434I11Rik	74041	2-Cell Transient	0.9669
DBTMEE:2021282	Thrsp	21835	2-Cell Transient	0.96911
DBTMEE:2013610	Mogat2	233549	2-Cell Transient	0.96909
DBTMEE:2016162	P2ry6	233571	2-Cell Transient	0.96912
DBTMEE:2010465	Il18bp	16068	2-Cell Transient	0.94277
DBTMEE:2004602	Chrna10	504186	2-Cell Transient	0.99775
DBTMEE:2015775	Olfr695	258591	2-Cell Transient	0.96918
DBTMEE:2015777	Olfr698	258595	2-Cell Transient	0.9871
DBTMEE:2018980	Scube2	56788	2-Cell Transient	0.99691
DBTMEE:2020816	Syt17	110058	2-Cell Transient	0.99725
DBTMEE:2007879	Gde1	56209	2-Cell Transient	0.97852
DBTMEE:2023923	Zkscan2	210162	2-Cell Transient	0.99095
DBTMEE:2010498	Il27	246779	2-Cell Transient	0.99801
DBTMEE:2020351	Spn	20737	2-Cell Transient	0.99871
DBTMEE:2023732	Zfp629	320683	2-Cell Transient	0.99397
DBTMEE:2023753	Zfp668	244219	2-Cell Transient	0.99142
DBTMEE:2013514	Mki67	17345	2-Cell Transient	0.8767
DBTMEE:2001474	9430038I01Rik	77252	2-Cell Transient	0.97113
DBTMEE:2013848	Msx3	17703	2-Cell Transient	0.96915
DBTMEE:2003753	Caly	68566	2-Cell Transient	0.97715
DBTMEE:2005787	Deaf1	54006	2-Cell Transient	0.95922
DBTMEE:2004415	Cend1	57754	2-Cell Transient	0.98964
DBTMEE:2022064	Trpm5	56843	2-Cell Transient	0.9694
DBTMEE:2021737	Tnfrsf22	79202	2-Cell Transient	0.97867
DBTMEE:2006870	Evi5l	213027	2-Cell Transient	0.75613
DBTMEE:2008390	Gm14378	100044509	2-Cell Transient	0.97673
DBTMEE:2000910	4930467E23Rik	626415	2-Cell Transient	0.96934
DBTMEE:2010927	Kcnu1	16532	2-Cell Transient	0.99003
DBTMEE:2017244	Ppp2cb	19053	2-Cell Transient	0.97672
DBTMEE:2009599	Gtf2e2	68153	2-Cell Transient	0.95215
DBTMEE:2006278	Dusp4	319520	2-Cell Transient	0.94862
DBTMEE:2017231	Ppp1r3b	244416	2-Cell Transient	0.9278
DBTMEE:2002005	Adam25	23793	2-Cell Transient	0.96934
DBTMEE:2016483	Pdgfrl	68797	2-Cell Transient	0.99312
DBTMEE:2011663	Lpar2	53978	2-Cell Transient	0.92793
DBTMEE:2014625	Nr2c2ap	75692	2-Cell Transient	0.95828
DBTMEE:2011736	Lrrc25	211228	2-Cell Transient	0.99731
DBTMEE:2009621	Gtpbp3	70359	2-Cell Transient	0.9936
DBTMEE:2019591	Slc27a1	26457	2-Cell Transient	0.96539
DBTMEE:2022177	Ttc29	73301	2-Cell Transient	0.94722
DBTMEE:2017032	Podnl1	244550	2-Cell Transient	0.94851
DBTMEE:2004838	Tmem188	382030	2-Cell Transient	0.97586
DBTMEE:2018712	Rspry1	67610	2-Cell Transient	0.94776
DBTMEE:2002742	Arl2bp	107566	2-Cell Transient	0.92417
DBTMEE:2013564	Mmp15	17388	2-Cell Transient	0.9501
DBTMEE:2007965	Gins3	78833	2-Cell Transient	0.95183
DBTMEE:2004497	Ces4a	234677	2-Cell Transient	0.98311
DBTMEE:2005256	Ctcf	13018	2-Cell Transient	0.91157
DBTMEE:2014345	Nfat5	54446	2-Cell Transient	0.99455
DBTMEE:2023819	Zfp821	75871	2-Cell Transient	0.94056
DBTMEE:2020523	St3gal2	20444	2-Cell Transient	0.98939
DBTMEE:2016509	Pdpr	319518	2-Cell Transient	0.97808
DBTMEE:2023525	Zfp1	22640	2-Cell Transient	0.96673
DBTMEE:2003194	BC048644	407789	2-Cell Transient	0.99319
DBTMEE:2005320	Ctxn1	330695	2-Cell Transient	0.83872
DBTMEE:2006486	Efnb2	13642	2-Cell Transient	0.87679
DBTMEE:2002653	Arglu1	234023	2-Cell Transient	0.99973
DBTMEE:2010661	Irs2	384783	2-Cell Transient	0.99343
DBTMEE:2000169	1700016D06Rik	76413	2-Cell Transient	0.99136
DBTMEE:2001742	AY761185	100503970	2-Cell Transient	0.99375
DBTMEE:2001995	Adam18	13524	2-Cell Transient	0.89227
DBTMEE:2004607	Chrna6	11440	2-Cell Transient	0.96922
DBTMEE:2007020	Fam149a	212326	2-Cell Transient	0.95709
DBTMEE:2002449	Ankrd37	654824	2-Cell Transient	0.95855
DBTMEE:2012119	Mau2	74549	2-Cell Transient	0.91052
DBTMEE:2018225	Rfxank	19727	2-Cell Transient	0.95109
DBTMEE:2019569	Slc25a42	73095	2-Cell Transient	0.99888
DBTMEE:2016965	Plvap	84094	2-Cell Transient	0.998
DBTMEE:2014806	Nxnl1	234404	2-Cell Transient	0.96921
DBTMEE:2021518	Tmem184c	234463	2-Cell Transient	0.97834
DBTMEE:2008975	Gm5741	100503710	2-Cell Transient	0.96906
DBTMEE:2003879	Cbln1	12404	2-Cell Transient	0.96499
DBTMEE:2016949	Pllp	67801	2-Cell Transient	0.99651
DBTMEE:2004844	Cngb1	333329	2-Cell Transient	0.99414
DBTMEE:2007915	Gfod2	70575	2-Cell Transient	0.99454
DBTMEE:2006160	Dpep2	319446	2-Cell Transient	0.99385
DBTMEE:2019936	Smpd3	58994	2-Cell Transient	0.96751
DBTMEE:2021423	Tmed6	66269	2-Cell Transient	0.94638
DBTMEE:2005287	Ctrb1	66473	2-Cell Transient	0.9944
DBTMEE:2021496	Tmem170	66817	2-Cell Transient	0.98704
DBTMEE:2019778	Slc7a5	20539	2-Cell Transient	0.94392
DBTMEE:2020883	Taf5l	102162	2-Cell Transient	0.98219
DBTMEE:2006890	Exoc8	102058	2-Cell Transient	0.99646
DBTMEE:2003847	Casp4	12363	2-Cell Transient	0.96914
DBTMEE:2013568	Mmp1a	83995	2-Cell Transient	0.94824
DBTMEE:2007183	Fam76b	72826	2-Cell Transient	0.99668
DBTMEE:2015887	Olfr829	259070	2-Cell Transient	0.96911
DBTMEE:2001521	A230050P20Rik	319278	2-Cell Transient	0.96913
DBTMEE:2000455	1810026J23Rik	69773	2-Cell Transient	0.96416
DBTMEE:2001492	9530077C05Rik	68283	2-Cell Transient	0.95477
DBTMEE:2003288	Bbs9	319845	2-Cell Transient	0.85879
DBTMEE:2019106	Sept7	235072	2-Cell Transient	0.97847
DBTMEE:2011042	Kirrel3	67703	2-Cell Transient	0.93598
DBTMEE:2013813	BC024479	235184	2-Cell Transient	0.9791
DBTMEE:2015924	Olfr884	257996	2-Cell Transient	0.96909
DBTMEE:2015926	Olfr887	258415	2-Cell Transient	0.96907
DBTMEE:2015950	Olfr913	258225	2-Cell Transient	0.96907
DBTMEE:2003952	Ccdc153	270150	2-Cell Transient	0.98787
DBTMEE:2002574	Apoa4	11808	2-Cell Transient	0.96912
DBTMEE:2002575	Apoa5	66113	2-Cell Transient	0.98575
DBTMEE:2010954	Kdelc2	68304	2-Cell Transient	0.98736
DBTMEE:2014563	Npat	244879	2-Cell Transient	0.97709
DBTMEE:2004606	Chrna5	110835	2-Cell Transient	0.96627
DBTMEE:2018596	Rpp25	102614	2-Cell Transient	0.98359
DBTMEE:2011479	Lctl	235435	2-Cell Transient	0.94138
DBTMEE:2010386	Igdcc3	19289	2-Cell Transient	0.95798
DBTMEE:2016716	Pif1	208084	2-Cell Transient	0.96565
DBTMEE:2013592	Mns1	17427	2-Cell Transient	0.98874
DBTMEE:2017547	Prtg	235472	2-Cell Transient	0.90231
DBTMEE:2007862	Gclc	14629	2-Cell Transient	0.9769
DBTMEE:2019087	Senp6	215351	2-Cell Transient	0.96791
DBTMEE:2016962	Plscr4	235527	2-Cell Transient	0.96918
DBTMEE:2020551	Stag1	20842	2-Cell Transient	0.9079
DBTMEE:2002874	Aste1	66595	2-Cell Transient	0.98674
DBTMEE:2001824	Abhd14b	76491	2-Cell Transient	0.99822
DBTMEE:2018688	Rrp9	27966	2-Cell Transient	0.98938
DBTMEE:2010625	Iqcf6	100041096	2-Cell Transient	0.9691
DBTMEE:2010601	Ip6k1	27399	2-Cell Transient	0.99542
DBTMEE:2002357	Amigo3	320844	2-Cell Transient	0.98245
DBTMEE:2014397	Nicn1	66257	2-Cell Transient	0.94011
DBTMEE:2014383	Ngp	18054	2-Cell Transient	0.98974
DBTMEE:2017531	Prss42	235628	2-Cell Transient	0.96309
DBTMEE:2017534	Prss45	260408	2-Cell Transient	0.98813
DBTMEE:2017535	Prss46	74306	2-Cell Transient	0.97084
DBTMEE:2017537	Prss50	235631	2-Cell Transient	0.96907
DBTMEE:2006734	Epm2aip1	77781	2-Cell Transient	0.99587
DBTMEE:2014434	Nktr	18087	2-Cell Transient	0.97362
DBTMEE:2018802	Sacm1l	83493	2-Cell Transient	0.99701
DBTMEE:2005737	Ddi1	71829	2-Cell Transient	0.94705
DBTMEE:2006659	Endod1	71946	2-Cell Transient	0.95729
DBTMEE:2023695	Zfp558	72230	2-Cell Transient	0.76418
DBTMEE:2007360	Fdx1l	68165	2-Cell Transient	0.94135
DBTMEE:2022296	Tyk2	54721	2-Cell Transient	0.78026
DBTMEE:2018795	S1pr5	94226	2-Cell Transient	0.99047
DBTMEE:2004354	Cdkn2d	12581	2-Cell Transient	0.97374
DBTMEE:2023814	Zfp810	235050	2-Cell Transient	0.99392
DBTMEE:2002029	Adamts15	235130	2-Cell Transient	0.98513
DBTMEE:2002569	Aplp2	11804	2-Cell Transient	0.96559
DBTMEE:2010887	Kcnj5	16521	2-Cell Transient	0.96374
DBTMEE:2008576	Pate-e	100312986	2-Cell Transient	0.99026
DBTMEE:2021128	Tecta	21683	2-Cell Transient	0.92146
DBTMEE:2021465	Tmem136	235300	2-Cell Transient	0.96958
DBTMEE:2017121	Pou2f3	18988	2-Cell Transient	0.96915
DBTMEE:2014479	Nlrx1	270151	2-Cell Transient	0.99209
DBTMEE:2007586	Foxr1	382074	2-Cell Transient	0.95689
DBTMEE:2011184	Mll1	214162	2-Cell Transient	0.99826
DBTMEE:2001711	AU019823	270156	2-Cell Transient	0.9484
DBTMEE:2004180	Cd276	102657	2-Cell Transient	0.92747
DBTMEE:2020313	Spesp1	66712	2-Cell Transient	0.98628
DBTMEE:2007365	Fem1b	14155	2-Cell Transient	0.8982
DBTMEE:2016933	Plekho2	102595	2-Cell Transient	0.99888
DBTMEE:2023721	Zfp609	214812	2-Cell Transient	0.83662
DBTMEE:2007164	Fam63b	235461	2-Cell Transient	0.99485
DBTMEE:2009806	Hcrtr2	387285	2-Cell Transient	0.96697
DBTMEE:2010029	Hmgn3	94353	2-Cell Transient	0.945
DBTMEE:2006839	Esyt3	272636	2-Cell Transient	0.99133
DBTMEE:2021926	Trf	22041	2-Cell Transient	0.95892
DBTMEE:2000063	1300017J02Rik	71775	2-Cell Transient	0.96914
DBTMEE:2004368	Cdv3	321022	2-Cell Transient	0.98945
DBTMEE:2016266	Parp3	235587	2-Cell Transient	0.98488
DBTMEE:2018086	Rbm5	83486	2-Cell Transient	0.97635
DBTMEE:2018087	Rbm6	19654	2-Cell Transient	0.99176
DBTMEE:2003993	Ccdc36	434438	2-Cell Transient	0.99203
DBTMEE:2003769	Camp	12796	2-Cell Transient	0.95366
DBTMEE:2008995	Gm590	235634	2-Cell Transient	0.79484
DBTMEE:2005226	Csrnp1	215418	2-Cell Transient	0.95803
DBTMEE:2020804	Syp	20977	2-Cell Transient	0.99796
DBTMEE:2017287	Praf2	54637	2-Cell Transient	0.93025
DBTMEE:2009518	Gripap1	54645	2-Cell Transient	0.98973
DBTMEE:2016417	Pcsk1n	30052	2-Cell Transient	0.99938
DBTMEE:2007645	Fthl17	83457	2-Cell Transient	0.99651
DBTMEE:2011408	Lancl3	236285	2-Cell Transient	0.99429
DBTMEE:2001055	4930557A04Rik	385317	2-Cell Transient	0.96908
DBTMEE:2020829	Sytl5	236643	2-Cell Transient	0.94328
DBTMEE:2012392	Mid1ip1	68041	2-Cell Transient	0.93944
DBTMEE:2018049	Rbm10	236732	2-Cell Transient	0.98129
DBTMEE:2021326	Timp1	21857	2-Cell Transient	0.99545
DBTMEE:2002175	Agtr2	11609	2-Cell Transient	0.96936
DBTMEE:2023159	Wdr44	72404	2-Cell Transient	0.99373
DBTMEE:2018409	Rnf113a1	69942	2-Cell Transient	0.94616
DBTMEE:2005761	Ddx26b	236790	2-Cell Transient	0.99864
DBTMEE:2023913	Zic3	22773	2-Cell Transient	0.87353
DBTMEE:2001171	4933402E13Rik	74437	2-Cell Transient	0.99515
DBTMEE:2010020	Hmgb3	15354	2-Cell Transient	0.98736
DBTMEE:2009424	Gpr50	14765	2-Cell Transient	0.89942
DBTMEE:2006283	Dusp9	75590	2-Cell Transient	0.98422
DBTMEE:2009001	Gm5936	546325	2-Cell Transient	0.96922
DBTMEE:2008826	Gm44	212952	2-Cell Transient	0.95765
DBTMEE:2023444	Zc3h12b	547176	2-Cell Transient	0.9369
DBTMEE:2013834	Msn	17698	2-Cell Transient	0.94977
DBTMEE:2016631	Pgr15l	245526	2-Cell Transient	0.97048
DBTMEE:2021597	Tmem28	620592	2-Cell Transient	0.96914
DBTMEE:2002788	Arr3	170735	2-Cell Transient	0.9692
DBTMEE:2007579	Foxo4	54601	2-Cell Transient	0.99765
DBTMEE:2004371	Cdx4	12592	2-Cell Transient	0.99818
DBTMEE:2023464	Zcchc13	75064	2-Cell Transient	0.99281
DBTMEE:2003007	Atp7a	11977	2-Cell Transient	0.99219
DBTMEE:2021364	Tlr13	279572	2-Cell Transient	0.9944
DBTMEE:2021603	Tmem35	67564	2-Cell Transient	0.96927
DBTMEE:2002772	Armcx4	100503043	2-Cell Transient	0.9764
DBTMEE:2017296	Pramel3	83565	2-Cell Transient	0.98907
DBTMEE:2009446	Gprasp2	245607	2-Cell Transient	0.97498
DBTMEE:2013936	Mum1l1	245631	2-Cell Transient	0.78831
DBTMEE:2014817	Nxt2	237082	2-Cell Transient	0.98448
DBTMEE:2008446	Gm15097	434869	2-Cell Transient	0.96909
DBTMEE:2007587	Foxr2	436240	2-Cell Transient	0.90854
DBTMEE:2005512	Cypt3	69361	2-Cell Transient	0.95152
DBTMEE:2013993	Mycs	17870	2-Cell Transient	0.98623
DBTMEE:2011965	Magix	54634	2-Cell Transient	0.99109
DBTMEE:2007816	Gata1	14460	2-Cell Transient	0.99773
DBTMEE:2020733	Suv39h1	20937	2-Cell Transient	0.95453
DBTMEE:2008965	Gm5634	434726	2-Cell Transient	0.98438
DBTMEE:2008418	Gm14511	434727	2-Cell Transient	0.97385
DBTMEE:2004514	Cfp	18636	2-Cell Transient	0.98902
DBTMEE:2023594	Zfp300	245368	2-Cell Transient	0.99006
DBTMEE:2009177	Gm9	194854	2-Cell Transient	0.97879
DBTMEE:2018322	Rhox8	434768	2-Cell Transient	0.99141
DBTMEE:2023584	Zfp280c	208968	2-Cell Transient	0.99719
DBTMEE:2010166	Hs6st2	50786	2-Cell Transient	0.99071
DBTMEE:2000164	1700013H16Rik	75514	2-Cell Transient	0.99895
DBTMEE:2009122	Gm773	331416	2-Cell Transient	0.99704
DBTMEE:2013858	Mtap7d3	320923	2-Cell Transient	0.97209
DBTMEE:2012163	Mcf2	109904	2-Cell Transient	0.99835
DBTMEE:2002683	Arhgap4	171207	2-Cell Transient	0.94996
DBTMEE:2019430	Slc10a3	214601	2-Cell Transient	0.89581
DBTMEE:2007720	Gab3	210710	2-Cell Transient	0.98891
DBTMEE:2011954	Mageb4	434903	2-Cell Transient	0.99666
DBTMEE:2011956	Maged1	94275	2-Cell Transient	0.99884
DBTMEE:2010196	Hsf3	245525	2-Cell Transient	0.99738
DBTMEE:2011968	Magt1	67075	2-Cell Transient	0.95638
DBTMEE:2005519	Cysltr1	58861	2-Cell Transient	0.97417
DBTMEE:2010030	Hmgn5	50887	2-Cell Transient	0.92234
DBTMEE:2020887	Taf7l	74469	2-Cell Transient	0.97507
DBTMEE:2002774	Armcx6	278097	2-Cell Transient	0.9962
DBTMEE:2014802	Nxf2	83454	2-Cell Transient	0.95803
DBTMEE:2021699	Tmsb15a	78478	2-Cell Transient	0.96906
DBTMEE:2021166	Tex13	83555	2-Cell Transient	0.9839
DBTMEE:2008447	Gm15104	333588	2-Cell Transient	0.96908
DBTMEE:2018828	Gm5647	434881	2-Cell Transient	0.93383
DBTMEE:2017889	Rab9	56382	2-Cell Transient	0.9088
DBTMEE:2022617	Uty	22290	2-Cell Transient	0.96857
DBTMEE:2023894	Zfy2	22768	2-Cell Transient	0.96581
DBTMEE:2021644	Tmem70	70397	4-Cell Transient	0.95902
DBTMEE:2023387	Zap70	22637	4-Cell Transient	0.99212
DBTMEE:2013735	Mrpl30	107734	4-Cell Transient	0.94749
DBTMEE:2013791	Mrps9	69527	4-Cell Transient	0.99273
DBTMEE:2014191	Nck2	17974	4-Cell Transient	0.9921
DBTMEE:2014400	Nif3l1	65102	4-Cell Transient	0.98155
DBTMEE:2003826	Carf	241066	4-Cell Transient	0.98942
DBTMEE:2006450	Eef1b2	55949	4-Cell Transient	0.99472
DBTMEE:2002922	Atic	108147	4-Cell Transient	0.86413
DBTMEE:2002475	Ankzf1	52231	4-Cell Transient	0.99585
DBTMEE:2013749	Mrpl44	69163	4-Cell Transient	0.98307
DBTMEE:2000198	1700019O17Rik	71863	4-Cell Transient	0.99726
DBTMEE:2003441	Bok	51800	4-Cell Transient	0.99618
DBTMEE:2005562	D2hgdh	98314	4-Cell Transient	0.97523
DBTMEE:2007961	Gin1	252876	4-Cell Transient	0.98363
DBTMEE:2019149	Serpinb11	66957	4-Cell Transient	0.99726
DBTMEE:2019155	Serpinb2	18788	4-Cell Transient	0.997
DBTMEE:2021201	Tcfcp2l1	81879	4-Cell Transient	0.99813
DBTMEE:2017851	Rab7l1	226422	4-Cell Transient	0.99448
DBTMEE:2005383	Cyb5r1	72017	4-Cell Transient	0.98342
DBTMEE:2017900	Rabif	98710	4-Cell Transient	0.90692
DBTMEE:2016677	Phlda3	27280	4-Cell Transient	0.99746
DBTMEE:2005861	Dennd1b	329260	4-Cell Transient	0.94764
DBTMEE:2014188	Ncf2	17970	4-Cell Transient	0.99952
DBTMEE:2018398	Rnasel	24014	4-Cell Transient	0.93295
DBTMEE:2011032	Kifap3	16579	4-Cell Transient	0.97137
DBTMEE:2019488	Slc19a2	116914	4-Cell Transient	0.99036
DBTMEE:2005122	Creg1	433375	4-Cell Transient	0.9883
DBTMEE:2018254	Rgs5	19737	4-Cell Transient	0.99332
DBTMEE:2020894	Tagln2	21346	4-Cell Transient	0.99905
DBTMEE:2002201	Aim2	383619	4-Cell Transient	0.99832
DBTMEE:2011183	Kmo	98256	4-Cell Transient	0.97259
DBTMEE:2023177	Wdr64	75820	4-Cell Transient	0.93332
DBTMEE:2010738	Itpkb	320404	4-Cell Transient	0.99227
DBTMEE:2011500	Lefty1	13590	4-Cell Transient	0.89474
DBTMEE:2003465	Bpnt1	23827	4-Cell Transient	0.99046
DBTMEE:2010651	Irf6	54139	4-Cell Transient	0.99868
DBTMEE:2013721	Mrpl15	27395	4-Cell Transient	0.98794
DBTMEE:2014565	Npbwr1	226304	4-Cell Transient	0.99706
DBTMEE:2017311	Prdm14	383491	4-Cell Transient	0.99929
DBTMEE:2011379	Lactb2	212442	4-Cell Transient	0.97956
DBTMEE:2013816	Msc	17681	4-Cell Transient	0.99739
DBTMEE:2003242	Bag2	213539	4-Cell Transient	0.97457
DBTMEE:2001966	Actr1b	226977	4-Cell Transient	0.99526
DBTMEE:2018433	Rnf149	67702	4-Cell Transient	0.97759
DBTMEE:2010227	Hspd1	15510	4-Cell Transient	0.96952
DBTMEE:2018214	Rftn2	74013	4-Cell Transient	0.96285
DBTMEE:2018854	Satb2	212712	4-Cell Transient	0.91083
DBTMEE:2014266	Ndufs1	227197	4-Cell Transient	0.98344
DBTMEE:2005178	Cryge	12968	4-Cell Transient	0.99736
DBTMEE:2001863	Acadl	11363	4-Cell Transient	0.9971
DBTMEE:2021787	Tns1	21961	4-Cell Transient	0.97105
DBTMEE:2001753	Aamp	227290	4-Cell Transient	0.88986
DBTMEE:2003913	Ccdc108	241116	4-Cell Transient	0.99722
DBTMEE:2022582	Usp40	227334	4-Cell Transient	0.98584
DBTMEE:2011005	Kif1a	16560	4-Cell Transient	0.95776
DBTMEE:2023059	Vps4b	20479	4-Cell Transient	0.94442
DBTMEE:2010554	Inhbb	16324	4-Cell Transient	0.9994
DBTMEE:2017942	Ralb	64143	4-Cell Transient	0.96729
DBTMEE:2021604	Tmem37	170706	4-Cell Transient	0.99951
DBTMEE:2020585	Steap3	68428	4-Cell Transient	0.98498
DBTMEE:2010244	Htr5b	15564	4-Cell Transient	0.98672
DBTMEE:2005653	Dars	226414	4-Cell Transient	0.98784
DBTMEE:2004322	Cdk18	18557	4-Cell Transient	0.99108
DBTMEE:2017738	Ptprv	13924	4-Cell Transient	0.89691
